,Disease ID,Disease Name,Gene ID
5791,C0027051,myocardial infarction,7124
5792,C0027051,myocardial infarction,7137
5793,C0027051,myocardial infarction,7292
5794,C0027051,myocardial infarction,7804
5795,C0027051,myocardial infarction,8204
5796,C0027051,myocardial infarction,8315
5797,C0027051,myocardial infarction,836
5798,C0027051,myocardial infarction,847
5799,C0027051,myocardial infarction,8525
5800,C0027051,myocardial infarction,8678
5801,C0042109,urticaria,213
5802,C0042109,urticaria,2205
5803,C0042109,urticaria,240
5804,C0042109,urticaria,2944
5805,C0042109,urticaria,3115
5806,C0042109,urticaria,3119
5807,C0042109,urticaria,3123
5808,C0042109,urticaria,3176
5809,C0042109,urticaria,3383
5810,C0042109,urticaria,3553
5811,C0042109,urticaria,3606
5812,C0042109,urticaria,4353
5813,C0042109,urticaria,6401
5814,C0042109,urticaria,7040
5815,C0042109,urticaria,7124
5816,C0042109,urticaria,7412
5849,C0030297,pancreatic neoplasm,10232
5850,C0030297,pancreatic neoplasm,1029
5851,C0030297,pancreatic neoplasm,11009
5852,C0030297,pancreatic neoplasm,1209
5853,C0030297,pancreatic neoplasm,1268
5854,C0030297,pancreatic neoplasm,1269
5855,C0030297,pancreatic neoplasm,1499
5856,C0030297,pancreatic neoplasm,1616
5857,C0030297,pancreatic neoplasm,1647
5858,C0030297,pancreatic neoplasm,1806
5859,C0030297,pancreatic neoplasm,1890
5860,C0030297,pancreatic neoplasm,196
5861,C0030297,pancreatic neoplasm,2030
5862,C0030297,pancreatic neoplasm,2202
5863,C0030297,pancreatic neoplasm,2258
5864,C0030297,pancreatic neoplasm,23022
5865,C0030297,pancreatic neoplasm,2494
5866,C0030297,pancreatic neoplasm,2543
5867,C0030297,pancreatic neoplasm,27086
5868,C0030297,pancreatic neoplasm,28
5869,C0030297,pancreatic neoplasm,3091
5870,C0030297,pancreatic neoplasm,3439
5871,C0030297,pancreatic neoplasm,3440
5872,C0030297,pancreatic neoplasm,3442
5873,C0030297,pancreatic neoplasm,3576
5874,C0030297,pancreatic neoplasm,3651
5875,C0030297,pancreatic neoplasm,3791
5876,C0030297,pancreatic neoplasm,3845
5877,C0030297,pancreatic neoplasm,4061
5878,C0030297,pancreatic neoplasm,4072
5879,C0030297,pancreatic neoplasm,4221
5880,C0030297,pancreatic neoplasm,4318
5881,C0030297,pancreatic neoplasm,4609
5882,C0030297,pancreatic neoplasm,472
5883,C0030297,pancreatic neoplasm,4792
5884,C0030297,pancreatic neoplasm,5328
5885,C0030297,pancreatic neoplasm,5349
5886,C0030297,pancreatic neoplasm,54465
5887,C0030297,pancreatic neoplasm,546
5888,C0030297,pancreatic neoplasm,5468
5889,C0030297,pancreatic neoplasm,5727
5890,C0030297,pancreatic neoplasm,5728
5891,C0030297,pancreatic neoplasm,5743
5892,C0030297,pancreatic neoplasm,5744
5893,C0030297,pancreatic neoplasm,5909
5894,C0030297,pancreatic neoplasm,5925
5895,C0030297,pancreatic neoplasm,598
5896,C0030297,pancreatic neoplasm,6648
5897,C0030297,pancreatic neoplasm,6690
5898,C0030297,pancreatic neoplasm,672
5899,C0030297,pancreatic neoplasm,675
5900,C0030297,pancreatic neoplasm,6750
5901,C0030297,pancreatic neoplasm,6751
5902,C0030297,pancreatic neoplasm,6752
5903,C0030297,pancreatic neoplasm,6753
5904,C0030297,pancreatic neoplasm,6774
5905,C0030297,pancreatic neoplasm,6794
5906,C0030297,pancreatic neoplasm,6847
5907,C0030297,pancreatic neoplasm,688
5908,C0030297,pancreatic neoplasm,7015
5909,C0030297,pancreatic neoplasm,7040
5910,C0030297,pancreatic neoplasm,7124
5911,C0030297,pancreatic neoplasm,7157
5912,C0030297,pancreatic neoplasm,7249
5913,C0030297,pancreatic neoplasm,7298
5914,C0030297,pancreatic neoplasm,7423
5915,C0030297,pancreatic neoplasm,7490
5916,C0030297,pancreatic neoplasm,7873
5917,C0030297,pancreatic neoplasm,79728
5918,C0030297,pancreatic neoplasm,79783
5919,C0030297,pancreatic neoplasm,7980
5920,C0030297,pancreatic neoplasm,84133
5921,C0030297,pancreatic neoplasm,8626
5922,C0030297,pancreatic neoplasm,8743
5923,C0030297,pancreatic neoplasm,8795
5924,C0030297,pancreatic neoplasm,8829
5925,C0030297,pancreatic neoplasm,8837
5926,C0030297,pancreatic neoplasm,9564
5927,C0030297,pancreatic neoplasm,960
5928,C0030297,pancreatic neoplasm,999
5929,C0020507,hyperplasia,10216
5930,C0020507,hyperplasia,117579
5931,C0020507,hyperplasia,1280
5932,C0020507,hyperplasia,207
5933,C0020507,hyperplasia,23028
5934,C0020507,hyperplasia,23476
5935,C0020507,hyperplasia,2740
5936,C0020507,hyperplasia,3091
5937,C0020507,hyperplasia,3162
5938,C0020507,hyperplasia,3315
5939,C0020507,hyperplasia,3578
5940,C0020507,hyperplasia,3596
5941,C0020507,hyperplasia,3775
5942,C0020507,hyperplasia,3949
5943,C0020507,hyperplasia,4143
5944,C0020507,hyperplasia,4318
5945,C0020507,hyperplasia,4613
5946,C0020507,hyperplasia,4780
5947,C0020507,hyperplasia,4968
5948,C0020507,hyperplasia,5290
5949,C0020507,hyperplasia,5597
5950,C0020507,hyperplasia,5743
5951,C0020507,hyperplasia,595
5952,C0020507,hyperplasia,6934
5953,C0020507,hyperplasia,7040
5954,C0020507,hyperplasia,7538
5966,C0030193,pain,10887
5967,C0030193,pain,1268
5968,C0030193,pain,1312
5969,C0030193,pain,133
5970,C0030193,pain,1392
5971,C0030193,pain,1437
5972,C0030193,pain,1440
5973,C0030193,pain,1813
5974,C0030193,pain,1906
5975,C0030193,pain,207
5976,C0030193,pain,213
5977,C0030193,pain,23236
5978,C0030193,pain,2643
5979,C0030193,pain,27185
5980,C0030193,pain,2902
5981,C0030193,pain,3060
5982,C0030193,pain,3082
5983,C0030193,pain,3084
5984,C0030193,pain,3231
5985,C0030193,pain,3269
5986,C0030193,pain,3350
5987,C0030193,pain,3363
5988,C0030193,pain,3440
5989,C0030193,pain,3557
5990,C0030193,pain,3558
5991,C0030193,pain,358
5992,C0030193,pain,3827
5993,C0030193,pain,400680
5994,C0030193,pain,4878
5995,C0030193,pain,4923
5996,C0030193,pain,4986
5997,C0030193,pain,5020
5998,C0030193,pain,5173
5999,C0030193,pain,5179
6000,C0030193,pain,5368
6001,C0030193,pain,5443
6002,C0030193,pain,551
6003,C0030193,pain,623
6004,C0030193,pain,624
6005,C0030193,pain,6548
6006,C0030193,pain,6863
6007,C0030193,pain,7124
6008,C0030193,pain,7200
6009,C0030193,pain,7432
6010,C0030193,pain,7442
6011,C0030193,pain,781
6012,C0030193,pain,8989
6013,C0030193,pain,9177
6143,C0007117,basal cell carcinoma,100048912
6144,C0007117,basal cell carcinoma,100307118
6145,C0007117,basal cell carcinoma,100307119
6146,C0007117,basal cell carcinoma,100307120
6147,C0007117,basal cell carcinoma,100307121
6148,C0007117,basal cell carcinoma,100307122
6149,C0007117,basal cell carcinoma,100307123
6150,C0007117,basal cell carcinoma,130540
6151,C0007117,basal cell carcinoma,26166
6152,C0007117,basal cell carcinoma,2736
6153,C0007117,basal cell carcinoma,353238
6154,C0007117,basal cell carcinoma,3569
6155,C0007117,basal cell carcinoma,378805
6156,C0007117,basal cell carcinoma,3852
6157,C0007117,basal cell carcinoma,3872
6158,C0007117,basal cell carcinoma,4157
6159,C0007117,basal cell carcinoma,434
6160,C0007117,basal cell carcinoma,51151
6161,C0007117,basal cell carcinoma,5727
6162,C0007117,basal cell carcinoma,5921
6163,C0007117,basal cell carcinoma,6608
6164,C0007117,basal cell carcinoma,7015
6165,C0007117,basal cell carcinoma,7053
6166,C0007117,basal cell carcinoma,7157
6167,C0007117,basal cell carcinoma,7299
6168,C0007117,basal cell carcinoma,7507
6169,C0007117,basal cell carcinoma,7517
6170,C0007117,basal cell carcinoma,81037
6171,C0007117,basal cell carcinoma,8643
6410,C0948089,acute coronary syndrome,1152
6411,C0948089,acute coronary syndrome,1158
6412,C0948089,acute coronary syndrome,1401
6413,C0948089,acute coronary syndrome,2023
6414,C0948089,acute coronary syndrome,2597
6415,C0948089,acute coronary syndrome,2923
6416,C0948089,acute coronary syndrome,2934
6417,C0948089,acute coronary syndrome,2950
6418,C0948089,acute coronary syndrome,3312
6419,C0948089,acute coronary syndrome,3329
6420,C0948089,acute coronary syndrome,338382
6421,C0948089,acute coronary syndrome,3690
6422,C0948089,acute coronary syndrome,3945
6423,C0948089,acute coronary syndrome,397
6424,C0948089,acute coronary syndrome,4318
6425,C0948089,acute coronary syndrome,462
6426,C0948089,acute coronary syndrome,5069
6427,C0948089,acute coronary syndrome,5444
6428,C0948089,acute coronary syndrome,5689
6429,C0948089,acute coronary syndrome,6648
6430,C0948089,acute coronary syndrome,7099
6431,C0948089,acute coronary syndrome,71
6432,C0948089,acute coronary syndrome,7124
6433,C0948089,acute coronary syndrome,7137
6434,C0948089,acute coronary syndrome,7139
6435,C0948089,acute coronary syndrome,7171
6436,C0948089,acute coronary syndrome,7414
6437,C0948089,acute coronary syndrome,7431
6438,C0948089,acute coronary syndrome,81027
6439,C0948089,acute coronary syndrome,832
6440,C0948089,acute coronary syndrome,84790
6492,C0206686,adrenocortical carcinoma,1029
6493,C0206686,adrenocortical carcinoma,1499
6494,C0206686,adrenocortical carcinoma,1616
6495,C0206686,adrenocortical carcinoma,1956
6496,C0206686,adrenocortical carcinoma,3480
6497,C0206686,adrenocortical carcinoma,3481
6498,C0206686,adrenocortical carcinoma,4221
6499,C0206686,adrenocortical carcinoma,5243
6500,C0206686,adrenocortical carcinoma,5925
6501,C0206686,adrenocortical carcinoma,6240
6502,C0206686,adrenocortical carcinoma,6678
6503,C0206686,adrenocortical carcinoma,673
6504,C0206686,adrenocortical carcinoma,7015
6505,C0206686,adrenocortical carcinoma,7153
6506,C0206686,adrenocortical carcinoma,7157
6507,C0206686,adrenocortical carcinoma,84133
6508,C0206686,adrenocortical carcinoma,9968
6509,C0036341,schizophrenia,10000
6510,C0036341,schizophrenia,100196913
6511,C0036341,schizophrenia,100329170
6512,C0036341,schizophrenia,100507431
6513,C0036341,schizophrenia,100528007
6514,C0036341,schizophrenia,100528016
6515,C0036341,schizophrenia,1012
6516,C0036341,schizophrenia,101927134
6517,C0036341,schizophrenia,101927279
6518,C0036341,schizophrenia,101928630
6519,C0036341,schizophrenia,101928882
6520,C0036341,schizophrenia,10198
6521,C0036341,schizophrenia,102724457
6522,C0036341,schizophrenia,10274
6523,C0036341,schizophrenia,10641
6524,C0036341,schizophrenia,10659
6525,C0036341,schizophrenia,10718
6526,C0036341,schizophrenia,10752
6527,C0036341,schizophrenia,10806
6528,C0036341,schizophrenia,10814
6529,C0036341,schizophrenia,10815
6530,C0036341,schizophrenia,1108
6531,C0036341,schizophrenia,1116
6532,C0036341,schizophrenia,11278
6533,C0036341,schizophrenia,113
6534,C0036341,schizophrenia,1136
6535,C0036341,schizophrenia,115111
6536,C0036341,schizophrenia,116369
6537,C0036341,schizophrenia,116987
6538,C0036341,schizophrenia,1182
6539,C0036341,schizophrenia,119032
6540,C0036341,schizophrenia,119749
6541,C0036341,schizophrenia,1268
6542,C0036341,schizophrenia,1281
6543,C0036341,schizophrenia,131177
6544,C0036341,schizophrenia,1312
6545,C0036341,schizophrenia,132200
6546,C0036341,schizophrenia,133482
6547,C0036341,schizophrenia,1356
6548,C0036341,schizophrenia,146279
6549,C0036341,schizophrenia,147657
6550,C0036341,schizophrenia,147929
6551,C0036341,schizophrenia,152330
6552,C0036341,schizophrenia,160777
6553,C0036341,schizophrenia,1610
6554,C0036341,schizophrenia,166378
6555,C0036341,schizophrenia,1739
6556,C0036341,schizophrenia,1806
6557,C0036341,schizophrenia,1812
6558,C0036341,schizophrenia,1813
6559,C0036341,schizophrenia,1814
6560,C0036341,schizophrenia,1815
6561,C0036341,schizophrenia,1983
6562,C0036341,schizophrenia,203062
6563,C0036341,schizophrenia,207
6564,C0036341,schizophrenia,2107
6565,C0036341,schizophrenia,220988
6566,C0036341,schizophrenia,221393
6567,C0036341,schizophrenia,222698
6568,C0036341,schizophrenia,2242
6569,C0036341,schizophrenia,2260
6570,C0036341,schizophrenia,22854
6571,C0036341,schizophrenia,22906
6572,C0036341,schizophrenia,22978
6573,C0036341,schizophrenia,22997
6574,C0036341,schizophrenia,23228
6575,C0036341,schizophrenia,23236
6576,C0036341,schizophrenia,23293
6577,C0036341,schizophrenia,23314
6578,C0036341,schizophrenia,23339
6579,C0036341,schizophrenia,23731
6580,C0036341,schizophrenia,23774
6581,C0036341,schizophrenia,23780
6582,C0036341,schizophrenia,2475
6583,C0036341,schizophrenia,255101
6584,C0036341,schizophrenia,2559
6585,C0036341,schizophrenia,2561
6586,C0036341,schizophrenia,2563
6587,C0036341,schizophrenia,2571
6588,C0036341,schizophrenia,2572
6589,C0036341,schizophrenia,25791
6590,C0036341,schizophrenia,25797
6591,C0036341,schizophrenia,25874
6592,C0036341,schizophrenia,259173
6593,C0036341,schizophrenia,26047
6594,C0036341,schizophrenia,26051
6595,C0036341,schizophrenia,26058
6596,C0036341,schizophrenia,267012
6597,C0036341,schizophrenia,2694
6598,C0036341,schizophrenia,27184
6599,C0036341,schizophrenia,27185
6600,C0036341,schizophrenia,27257
6601,C0036341,schizophrenia,280636
6602,C0036341,schizophrenia,2823
6603,C0036341,schizophrenia,284217
6604,C0036341,schizophrenia,288
6605,C0036341,schizophrenia,2887
6606,C0036341,schizophrenia,2898
6607,C0036341,schizophrenia,2901
6608,C0036341,schizophrenia,2903
6609,C0036341,schizophrenia,2904
6610,C0036341,schizophrenia,2906
6611,C0036341,schizophrenia,2908
6612,C0036341,schizophrenia,29115
6613,C0036341,schizophrenia,29119
6614,C0036341,schizophrenia,2912
6615,C0036341,schizophrenia,2913
6616,C0036341,schizophrenia,2931
6617,C0036341,schizophrenia,2932
6618,C0036341,schizophrenia,2989
6619,C0036341,schizophrenia,3084
6620,C0036341,schizophrenia,3094
6621,C0036341,schizophrenia,3123
6622,C0036341,schizophrenia,319100
6623,C0036341,schizophrenia,3240
6624,C0036341,schizophrenia,3269
6625,C0036341,schizophrenia,3356
6626,C0036341,schizophrenia,3362
6627,C0036341,schizophrenia,3363
6628,C0036341,schizophrenia,338442
6629,C0036341,schizophrenia,339230
6630,C0036341,schizophrenia,347689
6631,C0036341,schizophrenia,348
6632,C0036341,schizophrenia,348327
6633,C0036341,schizophrenia,348751
6634,C0036341,schizophrenia,348980
6635,C0036341,schizophrenia,3553
6636,C0036341,schizophrenia,3559
6637,C0036341,schizophrenia,3569
6638,C0036341,schizophrenia,3570
6639,C0036341,schizophrenia,3632
6640,C0036341,schizophrenia,3699
6641,C0036341,schizophrenia,3700
6642,C0036341,schizophrenia,3703
6643,C0036341,schizophrenia,3791
6644,C0036341,schizophrenia,3836
6645,C0036341,schizophrenia,387032
6646,C0036341,schizophrenia,387509
6647,C0036341,schizophrenia,3908
6648,C0036341,schizophrenia,400765
6649,C0036341,schizophrenia,4035
6650,C0036341,schizophrenia,404686
6651,C0036341,schizophrenia,406928
6652,C0036341,schizophrenia,407025
6653,C0036341,schizophrenia,407026
6654,C0036341,schizophrenia,4124
6655,C0036341,schizophrenia,4129
6656,C0036341,schizophrenia,4160
6657,C0036341,schizophrenia,4233
6658,C0036341,schizophrenia,4524
6659,C0036341,schizophrenia,4538
6660,C0036341,schizophrenia,4729
6661,C0036341,schizophrenia,4775
6662,C0036341,schizophrenia,4790
6663,C0036341,schizophrenia,4842
6664,C0036341,schizophrenia,4855
6665,C0036341,schizophrenia,488
6666,C0036341,schizophrenia,4900
6667,C0036341,schizophrenia,4908
6668,C0036341,schizophrenia,4914
6669,C0036341,schizophrenia,4923
6670,C0036341,schizophrenia,5021
6671,C0036341,schizophrenia,5045
6672,C0036341,schizophrenia,5062
6673,C0036341,schizophrenia,5108
6674,C0036341,schizophrenia,51150
6675,C0036341,schizophrenia,5142
6676,C0036341,schizophrenia,5245
6677,C0036341,schizophrenia,5286
6678,C0036341,schizophrenia,5291
6679,C0036341,schizophrenia,5362
6680,C0036341,schizophrenia,5371
6681,C0036341,schizophrenia,54659
6682,C0036341,schizophrenia,54805
6683,C0036341,schizophrenia,54806
6684,C0036341,schizophrenia,551
6685,C0036341,schizophrenia,55206
6686,C0036341,schizophrenia,55366
6687,C0036341,schizophrenia,55568
6688,C0036341,schizophrenia,55717
6689,C0036341,schizophrenia,55733
6690,C0036341,schizophrenia,55737
6691,C0036341,schizophrenia,55741
6692,C0036341,schizophrenia,55824
6693,C0036341,schizophrenia,5587
6694,C0036341,schizophrenia,5625
6695,C0036341,schizophrenia,5639
6696,C0036341,schizophrenia,5649
6697,C0036341,schizophrenia,56603
6698,C0036341,schizophrenia,56924
6699,C0036341,schizophrenia,56957
6700,C0036341,schizophrenia,57142
6701,C0036341,schizophrenia,57188
6702,C0036341,schizophrenia,5740
6703,C0036341,schizophrenia,57412
6704,C0036341,schizophrenia,57476
6705,C0036341,schizophrenia,57502
6706,C0036341,schizophrenia,57688
6707,C0036341,schizophrenia,5816
6708,C0036341,schizophrenia,5973
6709,C0036341,schizophrenia,5999
6710,C0036341,schizophrenia,6002
6711,C0036341,schizophrenia,60493
6712,C0036341,schizophrenia,607
6713,C0036341,schizophrenia,619488
6714,C0036341,schizophrenia,627
6715,C0036341,schizophrenia,6347
6716,C0036341,schizophrenia,6365
6717,C0036341,schizophrenia,6377
6718,C0036341,schizophrenia,6378
6719,C0036341,schizophrenia,63826
6720,C0036341,schizophrenia,63944
6721,C0036341,schizophrenia,641372
6722,C0036341,schizophrenia,6426
6723,C0036341,schizophrenia,64478
6724,C0036341,schizophrenia,6472
6725,C0036341,schizophrenia,64919
6726,C0036341,schizophrenia,65078
6727,C0036341,schizophrenia,6529
6728,C0036341,schizophrenia,6531
6729,C0036341,schizophrenia,6532
6730,C0036341,schizophrenia,6671
6731,C0036341,schizophrenia,6733
6732,C0036341,schizophrenia,6854
6733,C0036341,schizophrenia,6855
6734,C0036341,schizophrenia,6863
6735,C0036341,schizophrenia,6925
6736,C0036341,schizophrenia,694
6737,C0036341,schizophrenia,6942
6738,C0036341,schizophrenia,7057
6739,C0036341,schizophrenia,7124
6740,C0036341,schizophrenia,7157
6741,C0036341,schizophrenia,7166
6742,C0036341,schizophrenia,7434
6743,C0036341,schizophrenia,7444
6744,C0036341,schizophrenia,7726
6745,C0036341,schizophrenia,775
6746,C0036341,schizophrenia,783
6747,C0036341,schizophrenia,79018
6748,C0036341,schizophrenia,80145
6749,C0036341,schizophrenia,80832
6750,C0036341,schizophrenia,816
6751,C0036341,schizophrenia,8204
6752,C0036341,schizophrenia,8295
6753,C0036341,schizophrenia,837
6754,C0036341,schizophrenia,8379
6755,C0036341,schizophrenia,83857
6756,C0036341,schizophrenia,83943
6757,C0036341,schizophrenia,8400
6758,C0036341,schizophrenia,8401
6759,C0036341,schizophrenia,84062
6760,C0036341,schizophrenia,84334
6761,C0036341,schizophrenia,8452
6762,C0036341,schizophrenia,84547
6763,C0036341,schizophrenia,84628
6764,C0036341,schizophrenia,84678
6765,C0036341,schizophrenia,8542
6766,C0036341,schizophrenia,8787
6767,C0036341,schizophrenia,8806
6768,C0036341,schizophrenia,8991
6769,C0036341,schizophrenia,90139
6770,C0036341,schizophrenia,90273
6771,C0036341,schizophrenia,90952
6772,C0036341,schizophrenia,91574
6773,C0036341,schizophrenia,9162
6774,C0036341,schizophrenia,91752
6775,C0036341,schizophrenia,92017
6776,C0036341,schizophrenia,9378
6777,C0036341,schizophrenia,94026
6778,C0036341,schizophrenia,9508
6779,C0036341,schizophrenia,9600
6780,C0036341,schizophrenia,9628
6781,C0036341,schizophrenia,9638
6782,C0036341,schizophrenia,9651
6783,C0036341,schizophrenia,9685
6784,C0036341,schizophrenia,9745
6785,C0036341,schizophrenia,9821
6786,C0036341,schizophrenia,9839
6787,C0036341,schizophrenia,9947
6788,C0036341,schizophrenia,9993
6861,C0004134,ataxia,131669
6862,C0004134,ataxia,1356
6863,C0004134,ataxia,1960
6864,C0004134,ataxia,22
6865,C0004134,ataxia,2554
6866,C0004134,ataxia,2557
6867,C0004134,ataxia,348980
6868,C0004134,ataxia,372
6869,C0004134,ataxia,4864
6870,C0004134,ataxia,538
6871,C0004134,ataxia,6334
6872,C0004134,ataxia,6513
6873,C0004134,ataxia,773
6874,C0004134,ataxia,785
6875,C0004134,ataxia,9254
7087,C0011991,diarrhea,1440
7088,C0011991,diarrhea,2984
7089,C0011991,diarrhea,3440
7090,C0011991,diarrhea,3552
7091,C0011991,diarrhea,3557
7092,C0011991,diarrhea,4057
7093,C0011991,diarrhea,4645
7094,C0011991,diarrhea,5697
7095,C0011991,diarrhea,6550
7096,C0011991,diarrhea,929
7268,C0085580,essential hypertension,100188321
7269,C0085580,essential hypertension,100188807
7270,C0085580,essential hypertension,100188808
7271,C0085580,essential hypertension,100188825
7272,C0085580,essential hypertension,117191
7273,C0085580,essential hypertension,118
7274,C0085580,essential hypertension,1577
7275,C0085580,essential hypertension,183
7276,C0085580,essential hypertension,185
7277,C0085580,essential hypertension,1889
7278,C0085580,essential hypertension,2784
7279,C0085580,essential hypertension,387575
7280,C0085580,essential hypertension,444980
7281,C0085580,essential hypertension,481
7282,C0085580,essential hypertension,4843
7283,C0085580,essential hypertension,4846
7284,C0085580,essential hypertension,50986
7285,C0085580,essential hypertension,51320
7286,C0085580,essential hypertension,5740
7287,C0085580,essential hypertension,6401
7288,C0085580,essential hypertension,8490
7393,C0019163,hepatitis b,1548
7394,C0019163,hepatitis b,2903
7395,C0019163,hepatitis b,3113
7396,C0019163,hepatitis b,3115
7397,C0019163,hepatitis b,3240
7398,C0019163,hepatitis b,3439
7399,C0019163,hepatitis b,3440
7400,C0019163,hepatitis b,3455
7401,C0019163,hepatitis b,3456
7402,C0019163,hepatitis b,3458
7403,C0019163,hepatitis b,3459
7404,C0019163,hepatitis b,3588
7405,C0019163,hepatitis b,4015
7406,C0019163,hepatitis b,4017
7407,C0019163,hepatitis b,6554
7408,C0019163,hepatitis b,7332
7458,C0024117,chronic obstructive airway disease,100529262
7459,C0024117,chronic obstructive airway disease,100529264
7460,C0024117,chronic obstructive airway disease,10144
7461,C0024117,chronic obstructive airway disease,10411
7462,C0024117,chronic obstructive airway disease,11097
7463,C0024117,chronic obstructive airway disease,1136
7464,C0024117,chronic obstructive airway disease,1138
7465,C0024117,chronic obstructive airway disease,123688
7466,C0024117,chronic obstructive airway disease,132320
7467,C0024117,chronic obstructive airway disease,1543
7468,C0024117,chronic obstructive airway disease,1544
7469,C0024117,chronic obstructive airway disease,170679
7470,C0024117,chronic obstructive airway disease,170680
7471,C0024117,chronic obstructive airway disease,1740
7472,C0024117,chronic obstructive airway disease,192668
7473,C0024117,chronic obstructive airway disease,200373
7474,C0024117,chronic obstructive airway disease,2052
7475,C0024117,chronic obstructive airway disease,260431
7476,C0024117,chronic obstructive airway disease,283229
7477,C0024117,chronic obstructive airway disease,3066
7478,C0024117,chronic obstructive airway disease,3107
7479,C0024117,chronic obstructive airway disease,311
7480,C0024117,chronic obstructive airway disease,3162
7481,C0024117,chronic obstructive airway disease,3356
7482,C0024117,chronic obstructive airway disease,338811
7483,C0024117,chronic obstructive airway disease,3576
7484,C0024117,chronic obstructive airway disease,3658
7485,C0024117,chronic obstructive airway disease,388815
7486,C0024117,chronic obstructive airway disease,4312
7487,C0024117,chronic obstructive airway disease,4318
7488,C0024117,chronic obstructive airway disease,4323
7489,C0024117,chronic obstructive airway disease,4843
7490,C0024117,chronic obstructive airway disease,4846
7491,C0024117,chronic obstructive airway disease,5265
7492,C0024117,chronic obstructive airway disease,57484
7493,C0024117,chronic obstructive airway disease,59341
7494,C0024117,chronic obstructive airway disease,6441
7495,C0024117,chronic obstructive airway disease,64478
7496,C0024117,chronic obstructive airway disease,6649
7497,C0024117,chronic obstructive airway disease,7040
7498,C0024117,chronic obstructive airway disease,7042
7499,C0024117,chronic obstructive airway disease,7124
7500,C0024117,chronic obstructive airway disease,7139
7501,C0024117,chronic obstructive airway disease,7157
7502,C0024117,chronic obstructive airway disease,7356
7503,C0024117,chronic obstructive airway disease,79890
7504,C0024117,chronic obstructive airway disease,80150
7505,C0024117,chronic obstructive airway disease,80195
7506,C0024117,chronic obstructive airway disease,925
7507,C0024117,chronic obstructive airway disease,977
7508,C0024117,chronic obstructive airway disease,9914
7802,C0043094,weight gain,10266
7803,C0043094,weight gain,10569
7804,C0043094,weight gain,11167
7805,C0043094,weight gain,11217
7806,C0043094,weight gain,114882
7807,C0043094,weight gain,1268
7808,C0043094,weight gain,140609
7809,C0043094,weight gain,1509
7810,C0043094,weight gain,1565
7811,C0043094,weight gain,1783
7812,C0043094,weight gain,1813
7813,C0043094,weight gain,2199
7814,C0043094,weight gain,2246
7815,C0043094,weight gain,22919
7816,C0043094,weight gain,23014
7817,C0043094,weight gain,23022
7818,C0043094,weight gain,23164
7819,C0043094,weight gain,23365
7820,C0043094,weight gain,23683
7821,C0043094,weight gain,25932
7822,C0043094,weight gain,26037
7823,C0043094,weight gain,26040
7824,C0043094,weight gain,2688
7825,C0043094,weight gain,26958
7826,C0043094,weight gain,2784
7827,C0043094,weight gain,284119
7828,C0043094,weight gain,285172
7829,C0043094,weight gain,2888
7830,C0043094,weight gain,2934
7831,C0043094,weight gain,302
7832,C0043094,weight gain,308
7833,C0043094,weight gain,323
7834,C0043094,weight gain,3358
7835,C0043094,weight gain,34
7836,C0043094,weight gain,3488
7837,C0043094,weight gain,351
7838,C0043094,weight gain,3929
7839,C0043094,weight gain,3952
7840,C0043094,weight gain,412
7841,C0043094,weight gain,4134
7842,C0043094,weight gain,4199
7843,C0043094,weight gain,4232
7844,C0043094,weight gain,4321
7845,C0043094,weight gain,4430
7846,C0043094,weight gain,4651
7847,C0043094,weight gain,4715
7848,C0043094,weight gain,4811
7849,C0043094,weight gain,4883
7850,C0043094,weight gain,5020
7851,C0043094,weight gain,51091
7852,C0043094,weight gain,51141
7853,C0043094,weight gain,51194
7854,C0043094,weight gain,51201
7855,C0043094,weight gain,51449
7856,C0043094,weight gain,51738
7857,C0043094,weight gain,5290
7858,C0043094,weight gain,5443
7859,C0043094,weight gain,5467
7860,C0043094,weight gain,55055
7861,C0043094,weight gain,55187
7862,C0043094,weight gain,55706
7863,C0043094,weight gain,5631
7864,C0043094,weight gain,57620
7865,C0043094,weight gain,586
7866,C0043094,weight gain,5986
7867,C0043094,weight gain,6158
7868,C0043094,weight gain,6202
7869,C0043094,weight gain,6234
7870,C0043094,weight gain,6259
7871,C0043094,weight gain,6678
7872,C0043094,weight gain,6711
7873,C0043094,weight gain,7124
7874,C0043094,weight gain,7171
7875,C0043094,weight gain,7431
7876,C0043094,weight gain,801
7877,C0043094,weight gain,80746
7878,C0043094,weight gain,84064
7879,C0043094,weight gain,8470
7880,C0043094,weight gain,857
7881,C0043094,weight gain,8701
7882,C0043094,weight gain,8826
7883,C0043094,weight gain,91404
7884,C0043094,weight gain,9215
7885,C0043094,weight gain,9370
7886,C0043094,weight gain,948
7887,C0043094,weight gain,9518
7888,C0043094,weight gain,9619
7889,C0043094,weight gain,9637
7890,C0043094,weight gain,9926
7891,C0011053,deafness,182
7892,C0011053,deafness,204
7893,C0011053,deafness,23562
7894,C0011053,deafness,2706
7895,C0011053,deafness,2707
7896,C0011053,deafness,375611
7897,C0011053,deafness,4089
7898,C0011053,deafness,4286
7899,C0011053,deafness,4549
7900,C0011053,deafness,494513
7901,C0011053,deafness,5077
7902,C0011053,deafness,5424
7903,C0011053,deafness,627
7904,C0011053,deafness,65217
7905,C0011053,deafness,776
7906,C0011053,deafness,83715
7907,C0011053,deafness,84947
7908,C0011053,deafness,9381
8233,C0003130,anoxia,10840
8234,C0003130,anoxia,132
8235,C0003130,anoxia,1358
